map:56
1	w6126
2	w6016
3	w6121
4	w5601
5	w6125
6	w6554
7	w6019
8	w6655
9	w6123
10	w6017
11	w6756
12	w6127
13	w6124
14	w5811
15	w5914
16	w6018
17	w6120
18	w5602
19	w6122
20	w5603
21	w6451
22	w6015
23	w6332
24	w6346
25	w5913
26	w5912
27	w5809
28	w6228
29	w6453
30	w6231
31	w6336
32	w5810
33	w6230
34	w5707
35	w6345
36	w6343
37	w6337
38	w6347
39	w6338
40	w6334
41	w6349
42	w5706
43	w5705
44	w6348
45	w6229
46	w6344
47	w6339
48	w6342
49	w6341
50	w6452
51	w6335
52	w6333
53	w6340
54	w6350
55	w5604
56	w5808
w6126	131769.0	856564.0
w6126	141475.0	848980.0
w6126	135941.0	869855.0
w6126	140778.0	876978.0
w6126	146218.0	873198.0
w6126	146218.0	873198.0
w6126	152571.0	862238.0
w6126	148846.0	830517.0
w6126	164096.4375	823652.75
w6126	164096.4375	823652.75
w6126	1.7E+5	824855.0
w6126	1.7E+5	824855.0
w6126	179449.0	824993.0
w6126	178484.0	819139.0
w6126	159641.0	799936.0
w6126	158748.0	808780.0
w6126	158748.0	808780.0
w6126	158729.0	811316.0
w6126	158729.0	811316.0
w6126	168290.0	817843.0
w6126	156807.0	8.2E+5
w6126	152943.0	811136.0
w6126	148812.0	8.2E+5
w6126	138627.0	816005.0
w6126	130133.0	832865.0
w6126	1.39E+5	831959.0
w6126	1.39E+5	831959.0
w6126	127647.0	844950.0
w6126	125036.0	836149.0
w6126	120282.0	839278.0
w6126	120282.0	839278.0
w6126	112576.0	847082.0
w6126	117634.0	856737.0
w6126	1.25E+5	846044.0
w6126	123368.0	866992.0
w6126	131769.0	856564.0
NA	NA	NA
w6126	214091.875	841215.1875
w6126	218829.0	831090.0
w6126	218829.0	831090.0
w6126	217605.671875	830865.75
w6126	217605.671875	830865.75
w6126	201864.0	818968.0
w6126	216426.0	805179.0
w6126	216426.0	805179.0
w6126	192646.0	807178.0
w6126	192646.0	807178.0
w6126	187948.546875	807454.3125
w6126	187948.546875	807454.3125
w6126	176840.0	814731.0
w6126	183258.0	824522.0
w6126	194413.0	820074.0
w6126	187966.0	826737.0
w6126	187966.0	826737.0
w6126	175233.0	827294.0
w6126	179122.0	832281.0
w6126	179122.0	832281.0
w6126	189365.0	836048.0
w6126	189365.0	836048.0
w6126	205306.0	844697.0
w6126	211804.0	840980.0
w6126	211804.0	840980.0
w6126	214091.875	841215.1875
NA	NA	NA
w6126	187948.546875	807454.3125
w6126	192646.0	807178.0
w6126	192646.0	807178.0
w6126	188201.0	800481.0
w6126	174403.0	808251.0
w6126	174403.0	808251.0
w6126	187948.546875	807454.3125
NA	NA	NA
w6016	383866.0	865862.0
w6016	398721.0	867484.0
w6016	398721.0	867484.0
w6016	409200.0	858927.0
w6016	409200.0	858927.0
w6016	412572.0	844062.0
w6016	412572.0	844062.0
w6016	407583.0	832302.0
w6016	407583.0	832302.0
w6016	399497.0	838711.0
w6016	399497.0	838711.0
w6016	397156.0	840640.0
w6016	397156.0	840640.0
w6016	384736.0	842603.0
w6016	384736.0	842603.0
w6016	377075.0	828194.0
w6016	359282.0	847622.0
w6016	359282.0	847622.0
w6016	352324.0	867538.0
w6016	352324.0	867538.0
w6016	365449.0	865552.0
w6016	365449.0	865552.0
w6016	369706.0	864082.0
w6016	369706.0	864082.0
w6016	383866.0	865862.0
NA	NA	NA
w6121	311487.0	968650.0
w6121	320989.0	968653.0
w6121	320254.0	976863.0
w6121	332158.0	973807.0
w6121	332158.0	973807.0
w6121	340660.0	973319.0
w6121	336252.0	950898.0
w6121	336252.0	950898.0
w6121	3.35E+5	951534.0
w6121	3.35E+5	951534.0
w6121	335271.0	943087.0
w6121	322371.0	933910.0
w6121	322371.0	933910.0
w6121	306095.0	917578.0
w6121	306095.0	917578.0
w6121	291622.0	933344.0
w6121	296841.0	965593.0
w6121	296841.0	965593.0
w6121	311487.0	968650.0
NA	NA	NA
w5601	377180.0	672603.0
w5601	386871.65625	670868.6875
w5601	386871.65625	670868.6875
w5601	395338.75	664129.9375
w5601	395338.75	664129.9375
w5601	397942.46875	657533.4375
w5601	397942.46875	657533.4375
w5601	396950.875	656686.0625
w5601	396950.875	656686.0625
w5601	395568.8125	655986.5625
w5601	395568.8125	655986.5625
w5601	394670.5625	655424.125
w5601	394670.5625	655424.125
w5601	394699.0	654134.0
w5601	394699.0	654134.0
w5601	394697.34375	652470.8125
w5601	394697.34375	652470.8125
w5601	393022.71875	650522.6875
w5601	393022.71875	650522.6875
w5601	388048.875	644737.125
w5601	388048.875	644737.125
w5601	387423.53125	643756.75
w5601	387423.53125	643756.75
w5601	385430.8125	640700.4375
w5601	385430.8125	640700.4375
w5601	384473.9375	639866.3125
w5601	384473.9375	639866.3125
w5601	383619.84375	639015.5
w5601	383619.84375	639015.5
w5601	381283.25	639332.75
w5601	381283.25	639332.75
w5601	378995.75	637897.6875
w5601	378995.75	637897.6875
w5601	366182.0	6.4E+5
w5601	366182.0	6.4E+5
w5601	356344.0	660564.0
w5601	356344.0	660564.0
w5601	365360.0	660797.0
w5601	366580.0	669164.0
w5601	3.75E+5	664270.0
w5601	377180.0	672603.0
NA	NA	NA
w6125	278680.0625	882371.8125
w6125	294960.0	887843.0
w6125	282476.0	869104.0
w6125	263697.0	868058.0
w6125	2.55E+5	856337.0
w6125	2.55E+5	856337.0
w6125	267891.0	867017.0
w6125	281168.0	867040.0
w6125	266107.0	847813.0
w6125	254480.0	847340.0
w6125	254480.0	847340.0
w6125	235277.0	848414.0
w6125	235277.0	848414.0
w6125	232760.0	848360.0
w6125	232760.0	848360.0
w6125	217602.0	841576.0
w6125	217602.0	841576.0
w6125	214091.875	841215.1875
w6125	214091.875	841215.1875
w6125	211804.0	840980.0
w6125	211804.0	840980.0
w6125	205306.0	844697.0
w6125	189365.0	836048.0
w6125	189365.0	836048.0
w6125	192643.0	842160.0
w6125	172554.0	834786.0
w6125	167945.0	849321.0
w6125	172185.0	861526.0
w6125	188621.0	854285.0
w6125	188621.0	854285.0
w6125	172225.0	867565.0
w6125	181175.0	873819.0
w6125	173315.0	8.8E+5
w6125	177971.0	892509.0
w6125	177971.0	892509.0
w6125	185818.0	880852.0
w6125	185832.0	898586.0
w6125	209072.0	888299.0
w6125	200990.0	899577.0
w6125	217612.0	885278.0
w6125	196139.0	914664.0
w6125	207819.0	919468.0
w6125	207819.0	919468.0
w6125	230799.0	898546.0
w6125	228978.0	884751.0
w6125	258106.0	881725.0
w6125	262028.0	888588.0
w6125	262028.0	888588.0
w6125	278680.0625	882371.8125
NA	NA	NA
w6554	367020.0	1042275.0
w6554	378702.0	1043704.0
w6554	360665.0	1033164.0
w6554	367020.0	1042275.0
NA	NA	NA
w6554	328040.0	1011192.0
w6554	321498.0	1013014.0
w6554	329122.0	1030057.0
w6554	342493.0	1021407.0
w6554	336822.0	1013285.0
w6554	336822.0	1013285.0
w6554	354193.0	1011994.0
w6554	355279.21875	1003229.8125
w6554	355279.21875	1003229.8125
w6554	352440.0	998788.0
w6554	344033.0	1008817.0
w6554	330848.0	1003404.0
w6554	328040.0	1011192.0
NA	NA	NA
w6554	328987.0	989304.0
w6554	319441.0	1004825.0
w6554	330279.0	999496.0
w6554	328987.0	989304.0
NA	NA	NA
w6019	348968.0	868724.0
w6019	352324.0	867538.0
w6019	352324.0	867538.0
w6019	359282.0	847622.0
w6019	359282.0	847622.0
w6019	341854.0	845612.0
w6019	341419.0	822424.0
w6019	331172.0	821400.0
w6019	331172.0	821400.0
w6019	319979.0	805281.0
w6019	319979.0	805281.0
w6019	298146.0	801808.0
w6019	298146.0	801808.0
w6019	312335.0	810648.0
w6019	316790.0	834016.0
w6019	309789.0	842190.0
w6019	297888.0	840226.0
w6019	297888.0	840226.0
w6019	294866.0	861442.0
w6019	294866.0	861442.0
w6019	310239.0	865683.0
w6019	310239.0	865683.0
w6019	319449.0	871195.0
w6019	319449.0	871195.0
w6019	344606.0	866844.0
w6019	344606.0	866844.0
w6019	348968.0	868724.0
NA	NA	NA
w6655	459461.0	1201265.0
w6655	457838.0	1209360.0
w6655	457838.0	1209360.0
w6655	460754.0	1218578.0
w6655	467563.0	1215670.0
w6655	459461.0	1201265.0
NA	NA	NA
w6655	450593.0	1203008.0
w6655	454570.0	1202881.0
w6655	454570.0	1202881.0
w6655	453321.0	1181841.0
w6655	453321.0	1181841.0
w6655	448554.0	1181021.0
w6655	448554.0	1181021.0
w6655	443698.0	1191519.0
w6655	450593.0	1203008.0
NA	NA	NA
w6123	192646.0	807178.0
w6123	216426.0	805179.0
w6123	216426.0	805179.0
w6123	228631.0	808385.0
w6123	240623.0	797742.0
w6123	240623.0	797742.0
w6123	243605.03125	783357.8125
w6123	243605.03125	783357.8125
w6123	246162.0	771024.0
w6123	246162.0	771024.0
w6123	237281.0	761037.0
w6123	237281.0	761037.0
w6123	233493.0	757097.0
w6123	238907.0	750238.0
w6123	238907.0	750238.0
w6123	209543.0	742400.0
w6123	209543.0	742400.0
w6123	211205.0	750612.0
w6123	196145.0	752637.0
w6123	196145.0	752637.0
w6123	217455.0	761886.0
w6123	217455.0	761886.0
w6123	201328.0	761760.0
w6123	212735.0	776126.0
w6123	212735.0	776126.0
w6123	196811.0	779217.0
w6123	209533.0	774910.0
w6123	185330.0	750772.0
w6123	185330.0	750772.0
w6123	173042.0	740125.0
w6123	154580.0	754903.0
w6123	164716.0	758643.0
w6123	164716.0	758643.0
w6123	181402.0	761700.0
w6123	141481.0	767544.0
w6123	170817.0	772220.0
w6123	170817.0	772220.0
w6123	162678.0	773361.0
w6123	176563.0	782014.0
w6123	161327.0	783560.0
w6123	166974.0	795509.0
w6123	166974.0	795509.0
w6123	186828.0	794695.0
w6123	170508.0	800950.0
w6123	174403.0	808251.0
w6123	174403.0	808251.0
w6123	188201.0	800481.0
w6123	192646.0	807178.0
NA	NA	NA
w6123	136239.0	803827.0
w6123	142756.0	798473.0
w6123	137710.0	790824.0
w6123	129350.0	799609.0
w6123	136239.0	803827.0
NA	NA	NA
w6017	397156.0	840640.0
w6017	399497.0	838711.0
w6017	399497.0	838711.0
w6017	407583.0	832302.0
w6017	407583.0	832302.0
w6017	400748.0	824336.0
w6017	399049.0	829953.0
w6017	396422.0	813458.0
w6017	396422.0	813458.0
w6017	383522.0	816102.0
w6017	378244.0	802083.0
w6017	378244.0	802083.0
w6017	341801.0	811258.0
w6017	319979.0	805281.0
w6017	319979.0	805281.0
w6017	331172.0	821400.0
w6017	331172.0	821400.0
w6017	341419.0	822424.0
w6017	341854.0	845612.0
w6017	359282.0	847622.0
w6017	359282.0	847622.0
w6017	377075.0	828194.0
w6017	384736.0	842603.0
w6017	384736.0	842603.0
w6017	397156.0	840640.0
NA	NA	NA
w6756	123439.453125	905891.4375
w6756	123535.0	897662.0
w6756	116883.0	899707.0
w6756	116883.0	899707.0
w6756	118843.0	891697.0
w6756	106673.0	884739.0
w6756	106673.0	884739.0
w6756	95631.0	894369.0
w6756	114922.0	900325.0
w6756	97785.0	911532.0
w6756	1.05E+5	916741.0
w6756	1.05E+5	916741.0
w6756	97808.0	926812.0
w6756	105114.0	939519.0
w6756	110221.0	936110.0
w6756	110221.0	936110.0
w6756	122781.0	929746.0
w6756	117186.0	9.43E+5
w6756	132695.0	950744.0
w6756	132695.0	950744.0
w6756	152439.0	966345.0
w6756	156539.0	946922.0
w6756	1.47E+5	939384.0
w6756	1.47E+5	939384.0
w6756	143244.0	934403.0
w6756	153266.0	936020.0
w6756	153266.0	936020.0
w6756	151431.0	929288.0
w6756	143756.0	932265.0
w6756	143756.0	932265.0
w6756	141864.0	931794.0
w6756	141864.0	931794.0
w6756	142845.0	924250.0
w6756	127016.0	919949.0
w6756	141444.0	921791.0
w6756	142266.0	911796.0
